date, modeltype, features, dataset, thetime, cv_score, macro_prec, macro_recall, macro_f1, params, ,
macroF1_2019-09-13_00_54_56, 3_GGNN1_tfidf, graph, , ,0.019,0.03,0.052,0.033, aggr_type-mean_d1-30_d2-86_d3-24_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-15_03_16_03, mlp2, topo and code feats, ,114,0.224,0.033,0.04,0.032, d1-17_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-15_05_00_06, RandomForestClassifier, x_topo_feats, ,3,0.026,0.034,0.035,0.032, max_depth-150_n_estimators-16_, ,
precision_micro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.046,0.041,0.062,0.031, max_depth-4_, ,
recall_macro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.045,0.041,0.062,0.031, max_depth-4_, ,
recall_micro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.045,0.041,0.062,0.031, max_depth-4_, ,
f1_micro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.045,0.041,0.062,0.031, max_depth-4_, ,
f1_macro2019-09-16_09_40_21, XGBClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,446,0.026,0.035,0.03,0.031, booster-gbtree_max_depth-150_, ,
f1_macro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.02,0.041,0.062,0.031, max_depth-4_, ,
precision_macro2019-08-17_13_50_44, DecisionTreeClassifier, x_topo_feats, ,0,0.019,0.041,0.062,0.031, max_depth-4_, ,
macroF1_2019-09-13_00_51_57, 3_GGNN1_tfidf, graph, , ,0.011,0.026,0.058,0.031, aggr_type-mean_d1-30_d2-85_d3-24_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
recall_micro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.066,0.037,0.056,0.03, max_depth-4_, ,
precision_micro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.066,0.037,0.056,0.03, max_depth-4_, ,
f1_micro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.066,0.037,0.056,0.03, max_depth-4_, ,
recall_macro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.064,0.037,0.056,0.03, max_depth-4_, ,
precision_macro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.034,0.037,0.056,0.03, max_depth-4_, ,
f1_macro2019-08-17_14_18_23, DecisionTreeClassifier, code_feats, ,0,0.032,0.037,0.056,0.03, max_depth-4_, ,
f1_macro2019-09-15_23_54_11, RandomForestClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,3,0.02,0.032,0.029,0.03, max_depth-150_n_estimators-16_, ,
f1_macro2019-09-16_21_06_07, mlp4, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,550,0.267,0.032,0.035,0.029, d1-96_d2-10_d3-10_d4-5_d5-5_num_classes-171_, ,
f1_macro2019-09-15_02_56_15, RandomForestClassifier, x_topo_feats, ,4,0.023,0.033,0.028,0.029, max_depth-150_n_estimators-16_, ,
macroF1_2019-09-17_11_09_57, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,536,0.008,0.029,0.06,0.029, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
f1_macro2019-09-16_22_37_24, mlp4, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,318,0.266,0.027,0.036,0.028, d1-96_d2-10_d3-10_d4-5_d5-5_num_classes-171_, ,
f1_macro2019-08-20_23_47_25, LogisticRegression, x_topo_feats, ,1,0.028,0.018,0.125,0.028, C-1_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-15_09_33_44, XGBClassifier, x_topo_feats, ,119,0.019,0.043,0.027,0.027, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_01_37_19, XGBClassifier, x_topo_feats, ,120,0.019,0.043,0.027,0.027, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_14_20_40, XGBClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,122,0.019,0.043,0.027,0.027, booster-gbtree_max_depth-8_, ,
macroF1_2019-09-16_19_34_29, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,2099,0.017,0.02,0.059,0.027, aggr_type-mean_d1-60_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_00_41_23, 3_GGNN1_tfidf, graph, , ,0.015,0.02,0.055,0.026, aggr_type-mean_d1-30_d2-85_d3-24_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-16_13_06_52, mlp2, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,125,0.21,0.027,0.031,0.025, d1-17_d2-20_d3-15_num_classes-171_, ,
f1_macro2019-09-15_09_35_21, RandomForestClassifier, x_topo_feats, ,1,0.018,0.028,0.027,0.025, max_depth-150_n_estimators-4_, ,
macroF1_2019-09-16_02_13_07, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4230,0.017,0.02,0.056,0.025, aggr_type-mean_d1-60_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_04_56, 3_GGNN1, graph, , ,0.149,0.017,0.057,0.024, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_04_59, 3_GGNN1, graph, , ,0.149,0.017,0.057,0.024, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_05_02, 3_GGNN1, graph, , ,0.149,0.017,0.057,0.024, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_05_05, 3_GGNN1, graph, , ,0.149,0.017,0.057,0.024, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-15_03_28_05, XGBClassifier, x_topo_feats, ,258,0.023,0.03,0.025,0.024, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_14_07_31, XGBClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,247,0.023,0.03,0.025,0.024, booster-gbtree_max_depth-8_, ,
f1_macro2019-09-15_09_20_58, XGBClassifier, x_topo_feats, ,229,0.023,0.03,0.025,0.024, booster-gbtree_max_depth-8_, ,
macroF1_2019-09-15_18_59_02, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4239,0.017,0.017,0.058,0.024, aggr_type-mean_d1-60_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_08_12_01, 3_GGNN1, graph, , ,0.016,0.023,0.059,0.024, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_16_39_50, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2689,0.012,0.018,0.054,0.024, aggr_type-mean_d1-70_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_00_46_19, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1286,0.006,0.018,0.055,0.024, aggr_type-mean_d1-60_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_00_32_39, 3_GGNN1, graph, , ,0.004,0.016,0.062,0.024, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-16_22_26_51, mlp3, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,288,0.262,0.023,0.03,0.023, d1-96_d2-10_d3-10_d4-5_num_classes-171_, ,
f1_macro2019-09-16_21_30_13, mlp4, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,276,0.263,0.02,0.028,0.022, d1-96_d2-10_d3-10_d4-5_d5-5_num_classes-171_, ,
f1_macro2019-09-16_13_55_40, XGBClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,195,0.02,0.022,0.024,0.022, booster-gbtree_max_depth-150_, ,
f1_macro2019-09-16_00_58_23, XGBClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,195,0.02,0.022,0.024,0.022, booster-gbtree_max_depth-150_, ,
f1_micro2019-09-06_14_51_11, LogisticRegression, x_topo_feats, ,39,0.093,0.031,0.048,0.021, C-10_max_iter-200_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_09_46_26, mlp2, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,79,0.209,0.025,0.025,0.02, d1-17_d2-20_d3-15_num_classes-171_, ,
macroF1_2019-09-13_13_25_12, 3_GGNN1, graph, , ,0.009,0.015,0.056,0.02, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-15_05_42_02, RandomForestClassifier, x_topo_feats, ,1,0.014,0.023,0.023,0.019, max_depth-8_n_estimators-16_, ,
f1_macro2019-09-16_14_01_45, LogisticRegression, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,153,0.019,0.024,0.025,0.018, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-15_14_22_24, RandomForestClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,2,0.018,0.022,0.019,0.018, max_depth-150_n_estimators-4_, ,
f1_macro2019-09-15_16_50_31, RandomForestClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,1,0.015,0.027,0.02,0.018, max_depth-8_n_estimators-4_, ,
f1_macro2019-09-15_03_02_03, RandomForestClassifier, x_topo_feats, ,1,0.015,0.018,0.021,0.016, max_depth-8_n_estimators-16_, ,
f1_macro2019-09-15_03_01_56, RandomForestClassifier, x_topo_feats, ,2,0.013,0.023,0.02,0.016, max_depth-8_n_estimators-16_, ,
f1_macro2019-09-15_23_56_51, RandomForestClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,1,0.012,0.023,0.018,0.016, max_depth-8_n_estimators-4_, ,
f1_macro2019-09-15_23_54_20, RandomForestClassifier, x_topo_feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,1,0.019,0.016,0.015,0.015, max_depth-150_n_estimators-4_, ,
f1_macro2019-09-15_05_41_56, RandomForestClassifier, x_topo_feats, ,2,0.014,0.021,0.019,0.015, max_depth-8_n_estimators-16_, ,
f1_macro2019-09-16_20_56_53, mlp4, tfidf and topo feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_third/,104,0.159,0.012,0.022,0.014, d1-96_d2-10_d3-10_d4-5_d5-5_num_classes-171_, ,
macroF1_2019-09-17_10_32_26, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,964,0.055,0.015,0.044,0.014, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
f1_macro2019-09-14_23_07_49, LogisticRegression, x_topo_feats, ,9,0.016,0.074,0.04,0.013, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-15_01_39_46, LogisticRegression, x_topo_feats, ,6,0.016,0.074,0.04,0.013, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-16_08_25_21, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2608,0.012,0.021,0.044,0.012, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-16_07_07_58, LogisticRegression, topo and code feats, ./tmp/symbols_dataset_2_precomp_split_undersample_max_half/,226,0.012,0.015,0.017,0.012, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
3_GGNN1, tests, graph, , ,0.155,0.006,0.042,0.011, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-12_01_26_52, 3_GGNN1_tfidf, graph, , ,0.153,0.006,0.042,0.011, aggr_type-mean_d1-30_d2-85_d3-30_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_36_20, 3_GGNN1, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_36_22, 3_GGNN1, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_36_25, 3_GGNN1, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-08_02_36_28, 3_GGNN1, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-10_00_40_37, 3_GGNN1_tfidf, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-100_d3-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-10_00_40_41, 3_GGNN1_tfidf, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-100_d3-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-10_00_40_44, 3_GGNN1_tfidf, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-100_d3-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro_2019-09-10_00_40_47, 3_GGNN1_tfidf, graph, , ,0.149,0.006,0.042,0.011, d1-15_d2-100_d3-10_num_layers-2_aggr_type-mean_num_classes-24_batch_size-32_learning_rate-0.01_, ,
f1_micro2019-09-06_14_52_53, LogisticRegression, x_topo_feats, ,26,0.09,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-09-06_14_56_17, LogisticRegression, x_topo_feats, ,26,0.09,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_micro2019-09-06_14_59_47, LogisticRegression, x_topo_feats, ,31,0.09,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-17_22_52_44, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1409,0.055,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-16_06_44_38, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,2260,0.021,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_14_14_52, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1820,0.021,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-15_16_50_17, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2688,0.019,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_05_40_30, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1252,0.016,0.007,0.043,0.011, aggr_type-mean_d1-60_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-12_21_50_56, LogisticRegression, x_topo_feats, ,19,0.014,0.01,0.041,0.011, C-1_max_iter-50_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-12_19_30_52, LogisticRegression, x_topo_feats, ,18,0.014,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-12_19_40_19, LogisticRegression, x_topo_feats, ,17,0.014,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-12_00_43_14, LogisticRegression, x_topo_feats, ,21,0.014,0.01,0.041,0.011, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-16_05_37_00, 3_GGNN6, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2702,0.014,0.007,0.043,0.011, aggr_type-mean_d1-40_d2-20_d3-10_d4-10_d5-5_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_21_32_26, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1632,0.014,0.007,0.043,0.011, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_17_49_36, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1157,0.013,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_15_15_53, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2516,0.013,0.007,0.043,0.011, aggr_type-mean_d1-60_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_08_24_06, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,531,0.012,0.007,0.043,0.011, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_21_53_05, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,873,0.012,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-15_07_01_02, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4431,0.011,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_22_27_22, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1715,0.01,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_16_20_51, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,789,0.01,0.012,0.045,0.011, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_15_54_46, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,2096,0.009,0.007,0.043,0.011, aggr_type-mean_d1-60_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_11_11_52, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4418,0.009,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_17_10_59, 3_GGNN6, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1334,0.008,0.007,0.043,0.011, aggr_type-mean_d1-40_d2-20_d3-10_d4-10_d5-5_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_22_19_21, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1393,0.006,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-15_23_54_04, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,2241,0.006,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_08_49_07, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,969,0.006,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_10_43_26, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,656,0.006,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_13_41_07, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1514,0.006,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_05_59_46, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1362,0.006,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_19_33_04, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1094,0.006,0.007,0.043,0.011, aggr_type-mean_d1-30_d2-20_num_classes-24_num_layers-1_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-15_15_59_47, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4450,0.006,0.007,0.043,0.011, aggr_type-mean_d1-70_d2-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_16_54_35, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,582,0.004,0.007,0.043,0.011, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-4_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_19_01_46, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,1313,0.018,0.031,0.044,0.01, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-17_10_59_07, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,318,0.012,0.019,0.044,0.01, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-15_07_58_54, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,2620,0.011,0.018,0.044,0.01, aggr_type-mean_d1-60_d2-20_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_21_38_28, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,351,0.021,0.005,0.043,0.009, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
f1_macro2019-09-14_23_07_37, LogisticRegression, x_topo_feats, ,11,0.011,0.062,0.044,0.009, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-16_12_36_37, LogisticRegression, x_topo_feats, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,9,0.011,0.062,0.044,0.009, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
macroF1_2019-09-17_08_54_33, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,323,0.006,0.005,0.043,0.009, aggr_type-mean_d1-10_d2-5_d3-4_d4-4_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.01_, ,
macroF1_2019-09-16_12_36_19, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_third/,1301,0.006,0.005,0.043,0.009, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-16_18_24_38, 3_GGNN5, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max_half/,4292,0.028,0.004,0.043,0.008, aggr_type-mean_d1-40_d2-20_d3-15_d4-10_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_21_05_03, 3_GGNN1, graph, , ,0.009,0.004,0.042,0.007, aggr_type-mean_d1-30_d2-100_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-14_08_13_14, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max/,3937,0.018,0.008,0.042,0.006, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-14_07_07_29, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max/,11975,0.018,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_16_40_39, 3_GGNN1, graph, , ,0.012,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_10_28_34, 3_GGNN1, graph, , ,0.009,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-100_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-17_16_07_34, 3_GGNN1, graph, ./tmp/symbols_dataset_3_precomp_split_undersample_max/,4739,0.006,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-10_num_classes-24_num_layers-2_batch_size-16_learning_rate-0.001_, ,
macroF1_2019-09-13_05_30_00, 3_GGNN1, graph, , ,0.004,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-50_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
macroF1_2019-09-13_02_56_09, 3_GGNN1, graph, , ,0.004,0.003,0.042,0.006, aggr_type-mean_d1-30_d2-100_num_classes-24_num_layers-2_batch_size-32_learning_rate-0.01_, ,
f1_macro2019-09-14_23_07_23, LogisticRegression, x_topo_feats, ,46,0.003,0.003,0.009,0.003, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
f1_macro2019-09-14_21_54_41, LogisticRegression, x_topo_feats, ,21,0.003,0.003,0.01,0.003, C-1_max_iter-100_multi_class-ovr_penalty-l2_solver-newton-cg_, ,
